,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
29,"I ti test pa???? Hahaha ipasok agad sa sako ng puno ng daga Ang may ari nyan vessel na yan, la utak,la malasakit,pabaya,makasarili,gung g0ng!!!!",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugy-O2KZbpSbz_qVoDN4AaABAg,2021-04-26 20:41:23+00:00,"I ti test pa???? Hahaha ipasok agad sa sako ng puno ng daga Ang may ari nyan vessel na yan, la utak,la malasakit,pabaya,makasarili,gung g0ng!!!!",0,,youtube,"ti test pa???? hahaha ipasok agad sa sako ng puno ng daga ang may ari nyan vessel na yan, la utak,la malasakit,pabaya,makasarili,gung g0ng!!!!",0
30,Esme tvko for president in 2022,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxRWjFdrReA4YfeISF4AaABAg,2021-04-26 20:22:57+00:00,Esme tvko for president in 2022,0,,youtube,esme tvko president 2022,3
31,Kaya pala hindi na luminis ang dagat sa  manila bay meron palang nag sasadya dumihan ang manila bay !,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwO_tJV__Uh-OCasTx4AaABAg,2021-04-26 20:09:52+00:00,Kaya pala hindi na luminis ang dagat sa  manila bay meron palang nag sasadya dumihan ang manila bay !,1,,youtube,kaya pala hindi na luminis ang dagat sa manila bay meron palang nag sasadya dumihan ang manila bay !,4
32,Tulong tulong ang mga anak mayaman at anak mahirap sa pag lilinis ng manila bay tas etong piratang barko na nag angkorahe sa manila bay sikretong dinudumihan ang dagat ng manila bay !,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwMtE6btJKxZsU_Vhx4AaABAg,2021-04-26 20:08:05+00:00,Tulong tulong ang mga anak mayaman at anak mahirap sa pag lilinis ng manila bay tas etong piratang barko na nag angkorahe sa manila bay sikretong dinudumihan ang dagat ng manila bay !,0,,youtube,tulong tulong ang mga anak mayaman anak mahirap sa pag lilinis ng manila bay ta etong piratang barko na nag angkorahe sa manila bay sikretong dinudumihan ang dagat ng manila bay !,3
33,Samalat kay ESME TVKO kung di dahil sa kanya hinde makikita kung sino ang nag kalat nyan.,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugy6-__ZXg4IszllyoF4AaABAg,2021-04-26 19:53:08+00:00,Samalat kay ESME TVKO kung di dahil sa kanya hinde makikita kung sino ang nag kalat nyan.,4,,youtube,samalat kay esme tvko kung di dahil sa kanya hinde makikita kung sino ang nag kalat nyan.,3
34,Sinasabutahe nmn kyo ng mga dilawan,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugzm3PYiHYpZVLcLEYV4AaABAg,2021-04-26 17:51:25+00:00,Sinasabutahe nmn kyo ng mga dilawan,0,,youtube,sinasabutahe nmn kyo ng mga dilawan,4
35,May reception facility contractor man ang PPA para sa mga waste/garbage dyan sa vessel bakit hindi kumuha ang kapitan o may ari ng vessel? Nagtipid? Pwede mang i recycle o remanufacture ang langis dyan sa mga bapor para magamit uli bakit tinapon sa dagat?,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzJ64jAl85o4bMTgrp4AaABAg,2021-04-26 16:45:34+00:00,May reception facility contractor man ang PPA para sa mga waste/garbage dyan sa vessel bakit hindi kumuha ang kapitan o may ari ng vessel? Nagtipid? Pwede mang i recycle o remanufacture ang langis dyan sa mga bapor para magamit uli bakit tinapon sa dagat?,0,,youtube,may reception facility contractor man ang ppa para sa mga waste/garbage dyan sa vessel bakit hindi kumuha ang kapitan may ari ng vessel? nagtipid? pwede mang recycle remanufacture ang langis dyan sa mga bapor para magamit uli bakit tinapon sa dagat?,0
36,simpleng-simple ha.... Sabotahe!!! 😤😤😤,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyRgr0faqfQ_-rnVXJ4AaABAg,2021-04-26 16:29:35+00:00,simpleng-simple ha.... Sabotahe!!! 😤😤😤,0,,youtube,simpleng-simple ha.... sabotahe!!! 😤😤😤,1
37,GANYAN TALAGA<br>KPAG MALAPIT NA ELEKSYON.<br>PUNONG PUNO NG MGA<br><b>*DRAMA*</b><br>SINO DIRECTOR??,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyxLL9cF_byD0tiXUF4AaABAg,2021-04-26 16:25:06+00:00,"GANYAN TALAGA
KPAG MALAPIT NA ELEKSYON.
PUNONG PUNO NG MGA
**DRAMA**
SINO DIRECTOR??",2,,youtube,ganyan talaga kpag malapit na eleksyon. punong puno ng mga **drama** sino director??,0
38,Sinadya yan! 🤦🏻,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugw7Og0SI4XGGFbtqXd4AaABAg,2021-04-26 15:43:03+00:00,Sinadya yan! 🤦🏻,1,,youtube,sinadya yan! 🤦🏻,1
39,Obviously sabotage Yan hahaha,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxWXgW8fOarQFzqQgl4AaABAg,2021-04-26 15:35:10+00:00,Obviously sabotage Yan hahaha,0,,youtube,obviously sabotage yan hahaha,1
40,Yan tao din sisira talaga sa mundo,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxOUp_QtYARmEUHGUx4AaABAg,2021-04-26 15:25:39+00:00,Yan tao din sisira talaga sa mundo,0,,youtube,yan tao din sisira talaga sa mundo,0
41,"Maraming salamat po sa lahat mga vloggers at mga tauhan ng DENR, CG, MMDA,DPS and etc na ginagawa ang lahat para maging tourist spot ang ating Manila Bay !",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugy6nz4A51WicMqt8PB4AaABAg,2021-04-26 15:12:32+00:00,"Maraming salamat po sa lahat mga vloggers at mga tauhan ng DENR, CG, MMDA,DPS and etc na ginagawa ang lahat para maging tourist spot ang ating Manila Bay !",1,,youtube,"maraming salamat po sa lahat mga vloggers mga tauhan ng denr, cg, mmda,dps etc na ginagawa ang lahat para maging tourist spot ang ating manila bay !",4
42,Salamat po sa vlogger na si ESME TVKO ng dahil sa kanyang alagang tapat na kalapati kaya nakuhanan ng malinaw na ebidinsiya ang ginawang pagtapon ng dumi sa manila bay. Gumawa ng history si ESME 💪,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwYFN6G9P_IpfcnKId4AaABAg,2021-04-26 14:54:12+00:00,Salamat po sa vlogger na si ESME TVKO ng dahil sa kanyang alagang tapat na kalapati kaya nakuhanan ng malinaw na ebidinsiya ang ginawang pagtapon ng dumi sa manila bay. Gumawa ng history si ESME 💪,11,,youtube,salamat po sa vlogger na si esme tvko ng dahil sa kanyang alagang tapat na kalapati kaya nakuhanan ng malinaw na ebidinsiya ang ginawang pagtapon ng dumi sa manila bay. gumawa ng history si esme 💪,3
43,Ay naku anglakingproblgema nyan isa akongseaman kaya ko nasabi Yan ay totoong sinadya dapatpagnapstunaya.n habsng buhay na kulong,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwYFN6G9P_IpfcnKId4AaABAg.9Mb1enZznwt9McgHMFHeyp,,Ay naku anglakingproblgema nyan isa akongseaman kaya ko nasabi Yan ay totoong sinadya dapatpagnapstunaya.n habsng buhay na kulong,0,UgwYFN6G9P_IpfcnKId4AaABAg,youtube,ay naku anglakingproblgema nyan isa akongseaman kaya ko nasabi yan ay totoong sinadya dapatpagnapstunaya.n habsng buhay na kulong,3
44,AYE AYE SIR GEN.SEC CEMATU WALA KANG KATULAD SA KASIPAGAN MABUHAY K AT GOD BLESS YOU!!MABUHAY K,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyUcTb3E96BekX-NGB4AaABAg,2021-04-26 14:33:57+00:00,AYE AYE SIR GEN.SEC CEMATU WALA KANG KATULAD SA KASIPAGAN MABUHAY K AT GOD BLESS YOU!!MABUHAY K,5,,youtube,aye aye sir gen.sec cematu wala kang katulad sa kasipagan mabuhay k god bless you!!mabuhay k,0
45,pag nagkasala ung kapitan tangalan ng lesensya. alam naman nila kung gano ka layo mula shore line para mag pakawala ng waste,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxcLG_O-Gs0VQkswyp4AaABAg,2021-04-26 13:52:13+00:00,pag nagkasala ung kapitan tangalan ng lesensya. alam naman nila kung gano ka layo mula shore line para mag pakawala ng waste,1,,youtube,pag nagkasala ung kapitan tangalan ng lesensya. alam naman nila kung gano ka layo mula shore line para mag pakawala ng waste,2
46,sinasabotahe talaga😡,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxizugZSPOPys_57AV4AaABAg,2021-04-26 13:51:19+00:00,sinasabotahe talaga😡,0,,youtube,sinasabotahe talaga😡,0
47,Malapit na kasi election....,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxvO2sD5rcur62nmuh4AaABAg,2021-04-26 13:50:20+00:00,Malapit na kasi election....,0,,youtube,malapit na kasi election....,3
48,Sabotage... Smells yellow.,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugyl_ZPyUwlq2iRbxQd4AaABAg,2021-04-26 13:47:25+00:00,Sabotage... Smells yellow.,0,,youtube,sabotage... smell yellow.,1
49,"lahat ng interisland tapon nlang direct sa dagat, yung OWS pang inspection lng. at that&#39;s a fact I&#39;m a seafarer 👌lalo na yung mga passenger ferry",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxoW4n881_YggKfZfV4AaABAg,2021-04-26 13:46:36+00:00,"lahat ng interisland tapon nlang direct sa dagat, yung OWS pang inspection lng. at that's a fact I'm a seafarer 👌lalo na yung mga passenger ferry",0,,youtube,"lahat ng interisland tapon nlang direct sa dagat, yung ows pang inspection lng. that's fact i'm seafarer 👌lalo na yung mga passenger ferry",0
50,That captain knows where and how to dispose off liquid waste.. kahit baguhang tripolante alam nila yan.. Sa harap ba talaga diyan na mai existing beutification and cleaning project? Somebody must must have paid and instructed him to do so..,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwST8TjasUoWM8oYoB4AaABAg,2021-04-26 13:44:58+00:00,That captain knows where and how to dispose off liquid waste.. kahit baguhang tripolante alam nila yan.. Sa harap ba talaga diyan na mai existing beutification and cleaning project? Somebody must must have paid and instructed him to do so..,6,,youtube,captain know dispose liquid waste.. kahit baguhang tripolante alam nila yan.. sa harap ba talaga diyan na mai exist beutification clean project? somebody must must pay instruct so..,0
51,hahahahahah ano yan dina papayagang mag angkorahe gunggong   ipatupad niyo lang ng maayos ang maritime law at kasuhan ang  barko wag niyong pagtatanongin mga ratings crew at walang isasagot yang mga yan nasunod lang sila yung master ng barko ang tanongin niyo pra ipasa naman sa  punongmekaniko ng barko hahahhaah...,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwLKNnQJTCpcGdghlV4AaABAg,2021-04-26 13:38:27+00:00,hahahahahah ano yan dina papayagang mag angkorahe gunggong   ipatupad niyo lang ng maayos ang maritime law at kasuhan ang  barko wag niyong pagtatanongin mga ratings crew at walang isasagot yang mga yan nasunod lang sila yung master ng barko ang tanongin niyo pra ipasa naman sa  punongmekaniko ng barko hahahhaah...,0,,youtube,hahahahahah ano yan dina papayagang mag angkorahe gunggong ipatupad niyo lang ng maayos ang maritime law kasuhan ang barko wag niyong pagtatanongin mga rating crew walang isasagot yang mga yan nasunod lang sila yung master ng barko ang tanongin niyo pra ipasa naman sa punongmekaniko ng barko hahahhaah...,2
52,ESME TV SO POPULAR ! A HERO!,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyKakcxo4YIIFAKcVl4AaABAg,2021-04-26 13:22:56+00:00,ESME TV SO POPULAR ! A HERO!,0,,youtube,esme tv popular ! hero!,4
53,"Mabuti nakunan ng drone video yang pagtatapon ng oil na may halong kung anong kemikal,kung walang nakakita niyan gobyerno nanaman ang may pagkukulang o kasalanan diyan,baka nga sabotahe iyan para ibintang sa pamahalaan at sisihin ng katakot takot ang gobyerno.",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzRglX23tQ0lYurLeV4AaABAg,2021-04-26 13:13:21+00:00,"Mabuti nakunan ng drone video yang pagtatapon ng oil na may halong kung anong kemikal,kung walang nakakita niyan gobyerno nanaman ang may pagkukulang o kasalanan diyan,baka nga sabotahe iyan para ibintang sa pamahalaan at sisihin ng katakot takot ang gobyerno.",5,,youtube,"mabuti nakunan ng drone video yang pagtatapon ng oil na may halong kung anong kemikal,kung walang nakakita niyan gobyerno nanaman ang may pagkukulang kasalanan diyan,baka nga sabotahe iyan para ibintang sa pamahalaan sisihin ng katakot takot ang gobyerno.",4
54,"Yan kapitan ng barko bunotan ng koko yan gamit ang eletrec cutter,  para aminin nya kung sino nag utos sa kanya,,   pg nabunotan na yan ng lema na koko,,  palagay ko  pati ang pumatay ky lapu lapu kilala,, nya,,!!!!!",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgySCBe7VNxbM0JnXTt4AaABAg,2021-04-26 13:10:42+00:00,"Yan kapitan ng barko bunotan ng koko yan gamit ang eletrec cutter,  para aminin nya kung sino nag utos sa kanya,,   pg nabunotan na yan ng lema na koko,,  palagay ko  pati ang pumatay ky lapu lapu kilala,, nya,,!!!!!",1,,youtube,"yan kapitan ng barko bunotan ng koko yan gamit ang eletrec cutter, para aminin nya kung sino nag utos sa kanya,, pg nabunotan na yan ng lema na koko,, palagay ko pati ang pumatay ky lapu lapu kilala,, nya,,!!!!!",3
55,Tandaan nyo yong dalawang blue container..puno pa yon ng oil na dapat idagdag pa nilang itapon,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxjY6IG-iT8zHEgLNh4AaABAg,2021-04-26 13:09:14+00:00,Tandaan nyo yong dalawang blue container..puno pa yon ng oil na dapat idagdag pa nilang itapon,0,,youtube,tandaan nyo yong dalawang blue container..puno pa yon ng oil na dapat idagdag pa nilang itapon,2
56,Sabotage yan,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzLukwdSgP18Sq2Xq94AaABAg,2021-04-26 13:05:03+00:00,Sabotage yan,1,,youtube,sabotage yan,1
57,Mali po ang pag tapon mg waste sa marine life pero dapat mag tayo ang governo din ng wastewater dumping station Dyan sa manila Bay para yong mga vessel na puno na nag wastewater storage tank Nila maitapon sa proper dumping station tas simpre my bayad sa dumping station para hindi na maulit ang ganyan haha 😄,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzwSEY-LsklZ14p6qF4AaABAg,2021-04-26 13:03:11+00:00,Mali po ang pag tapon mg waste sa marine life pero dapat mag tayo ang governo din ng wastewater dumping station Dyan sa manila Bay para yong mga vessel na puno na nag wastewater storage tank Nila maitapon sa proper dumping station tas simpre my bayad sa dumping station para hindi na maulit ang ganyan haha 😄,0,,youtube,mali po ang pag tapon mg waste sa marine life pero dapat mag tayo ang governo din ng wastewater dump station dyan sa manila bay para yong mga vessel na puno na nag wastewater storage tank nila maitapon sa proper dump station ta simpre bayad sa dump station para hindi na maulit ang ganyan haha 😄,2
58,"Salamat sa bloger na nagbabantay diyan,dahil sa kanila nakakatulong rin cla sa pag bantay nang manila bay",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxQADkUmeSmJC2GjuB4AaABAg,2021-04-26 12:59:27+00:00,"Salamat sa bloger na nagbabantay diyan,dahil sa kanila nakakatulong rin cla sa pag bantay nang manila bay",26,,youtube,"salamat sa bloger na nagbabantay diyan,dahil sa kanila nakakatulong rin cla sa pag bantay nang manila bay",0
59,"Napaka ogag namn klaseng kapitan nang barkong yan,hindi nya ba alam na nag ooilspel",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugw7OfuWG0Ls9sPMa5F4AaABAg,2021-04-26 12:56:33+00:00,"Napaka ogag namn klaseng kapitan nang barkong yan,hindi nya ba alam na nag ooilspel",4,,youtube,"napaka ogag namn klaseng kapitan nang barkong yan,hindi nya ba alam na nag ooilspel",3
60,Sabotahe,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxVgIf3m4cvaprGeVt4AaABAg,2021-04-26 12:50:38+00:00,Sabotahe,0,,youtube,sabotahe,1
61,"sabotahe yan, kase alam naman nilang nililinis ang manila bay 2 yrs ago pa tapos mag tatapon sila ng chemical tapos sasabihin ng mga crew di nila alam . 100% sabotahe yan.",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxM_f_pfGo15LnRAeR4AaABAg,2021-04-26 12:50:19+00:00,"sabotahe yan, kase alam naman nilang nililinis ang manila bay 2 yrs ago pa tapos mag tatapon sila ng chemical tapos sasabihin ng mga crew di nila alam . 100% sabotahe yan.",19,,youtube,"sabotahe yan, kase alam naman nilang nililinis ang manila bay 2 yr ago pa tapos mag tatapon sila ng chemical tapos sasabihin ng mga crew di nila alam . 100% sabotahe yan.",1
62,kaya nga hahaha dapat sila pabayaran ng 2 billion pesos sa damage ng manila bay.. dun sila hihingi kung sino man polpoltiko nagutos nyan.,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxM_f_pfGo15LnRAeR4AaABAg.9MaoUL6kLhT9MauybqTsrR,,kaya nga hahaha dapat sila pabayaran ng 2 billion pesos sa damage ng manila bay.. dun sila hihingi kung sino man polpoltiko nagutos nyan.,1,UgxM_f_pfGo15LnRAeR4AaABAg,youtube,kaya nga hahaha dapat sila pabayaran ng 2 billion peso sa damage ng manila bay.. dun sila hihingi kung sino man polpoltiko nagutos nyan.,3
63,@@Jam-gv2rf D LANG MONETARY PENALTY DAPAT PATI PAG SUSPEND SA CLEARANCE FOR VOYAGE AT SA SHIP CAPTAIN AT CHIEF ENGINEER NG BARKO KC KASAMA SA ETHICS NG SHIPS CREW ANG PROPER DISPOSAL OF WASTE,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxM_f_pfGo15LnRAeR4AaABAg.9MaoUL6kLhT9MdIWvoC1aB,,@@Jam-gv2rf D LANG MONETARY PENALTY DAPAT PATI PAG SUSPEND SA CLEARANCE FOR VOYAGE AT SA SHIP CAPTAIN AT CHIEF ENGINEER NG BARKO KC KASAMA SA ETHICS NG SHIPS CREW ANG PROPER DISPOSAL OF WASTE,0,UgxM_f_pfGo15LnRAeR4AaABAg,youtube,@@jam-gv2rf lang monetary penalty dapat pati pag suspend sa clearance voyage sa ship captain chief engineer ng barko kc kasama sa ethic ng ship crew ang proper disposal waste,4
64,yung may ari raw ng barko isang dati vice mayor sa palawan kaalyado ng dilawan may pic sila katabi si mar roxas..,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxM_f_pfGo15LnRAeR4AaABAg.9MaoUL6kLhT9MdLxFaTjnp,,yung may ari raw ng barko isang dati vice mayor sa palawan kaalyado ng dilawan may pic sila katabi si mar roxas..,0,UgxM_f_pfGo15LnRAeR4AaABAg,youtube,yung may ari raw ng barko isang dati vice mayor sa palawan kaalyado ng dilawan may pic sila katabi si mar roxas..,2
65,Bayad 😑,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxnmECCCodSgpQjrMt4AaABAg,2021-04-26 12:48:41+00:00,Bayad 😑,2,,youtube,bayad 😑,1
66,alam na sabutahi pa nga sa manila bay hahaha,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgzvsnLJIkEqvi32ro54AaABAg,2021-04-26 12:48:14+00:00,alam na sabutahi pa nga sa manila bay hahaha,3,,youtube,alam na sabutahi pa nga sa manila bay hahaha,2
67,"Kasuhan na po agad yan!!!May katibayan naman ang blogger!!!KAKAGIGIL YANG KAPITAN NG BARKO,NA PAG AARI NG VICE MAYOR!!!SABOTAHE YATA YAN!!!NANGATNAGTWIRAN PA,MATAPANG DAHIL VICE MAYOR DAW MAY ARI???",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyDvtGbFSdlsCytKaN4AaABAg,2021-04-26 12:44:07+00:00,"Kasuhan na po agad yan!!!May katibayan naman ang blogger!!!KAKAGIGIL YANG KAPITAN NG BARKO,NA PAG AARI NG VICE MAYOR!!!SABOTAHE YATA YAN!!!NANGATNAGTWIRAN PA,MATAPANG DAHIL VICE MAYOR DAW MAY ARI???",1,,youtube,"kasuhan na po agad yan!!!may katibayan naman ang blogger!!!kakagigil yang kapitan ng barko,na pag aari ng vice mayor!!!sabotahe yata yan!!!nangatnagtwiran pa,matapang dahil vice mayor daw may ari???",3
68,"dapat yung dumi nila sa palawan nalang nila tinapon , salbaheng vicemayor ng palawan yan.",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyDvtGbFSdlsCytKaN4AaABAg.9ManlxiCK559MaobAB2_CJ,,"dapat yung dumi nila sa palawan nalang nila tinapon , salbaheng vicemayor ng palawan yan.",0,UgyDvtGbFSdlsCytKaN4AaABAg,youtube,"dapat yung dumi nila sa palawan nalang nila tinapon , salbaheng vicemayor ng palawan yan.",4
69,"Tagalog: NAWA&#39;Y SANA SUPPORTAHAN NIYO ANG MALIIT KONG CHANNEL NG MAKAPAGPALIGAYA NG TULAD NIYO, SMALL THINGS BIG FOR SOMEONE ELSE.<br><br>English: I HOPE YOU WILL SUPPORT MY SMALL Yt CHANNEL TO MAKE YOU HAPPY LIKE YOU, SMALL THINGS BIG FOR SOMEONE ELSE.<br><br>-Ling user Gameplay 🥺🥺",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgxxUQcv9NLLS08XKLZ4AaABAg,2021-04-26 12:42:38+00:00,"Tagalog: NAWA'Y SANA SUPPORTAHAN NIYO ANG MALIIT KONG CHANNEL NG MAKAPAGPALIGAYA NG TULAD NIYO, SMALL THINGS BIG FOR SOMEONE ELSE.

English: I HOPE YOU WILL SUPPORT MY SMALL Yt CHANNEL TO MAKE YOU HAPPY LIKE YOU, SMALL THINGS BIG FOR SOMEONE ELSE.

-Ling user Gameplay 🥺🥺",4,,youtube,"tagalog: nawa'y sana supportahan niyo ang maliit kong channel ng makapagpaligaya ng tulad niyo, small thing big someone else. english: hope support small yt channel make happy like you, small thing big someone else. -ling user gameplay 🥺🥺",2
70,sinasadya yata yan ah! <br><br>AGREE!! ang sang ayon!!,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyAO5LqrHMGTLhuW6N4AaABAg,2021-04-26 12:35:07+00:00,"sinasadya yata yan ah! 

AGREE!! ang sang ayon!!",10,,youtube,sinasadya yata yan ah! agree!! ang sing ayon!!,4
71,"sinadya talaga,siguradong my ngbayad para dumihan ang manila bay...",https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgyAO5LqrHMGTLhuW6N4AaABAg.9Mamk2ycpz-9Mc6xAARGY_,,"sinadya talaga,siguradong my ngbayad para dumihan ang manila bay...",0,UgyAO5LqrHMGTLhuW6N4AaABAg,youtube,"sinadya talaga,siguradong ngbayad para dumihan ang manila bay...",1
72,foreclose the company!,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=Ugzt3SdqFAmtVN4ZXKV4AaABAg,2021-04-26 12:33:01+00:00,foreclose the company!,1,,youtube,foreclose company!,4
73,Magandang parusa sa may ari ng barko.  Sipsipin nya yung mga oil gamit ang straw.  Tapos imbitahan lahat ng vlogger.,https://www.youtube.com/watch?v=qg7vmTErqcA&lc=UgwKAvAd8iov_MIfTDp4AaABAg,2021-04-26 12:28:08+00:00,Magandang parusa sa may ari ng barko.  Sipsipin nya yung mga oil gamit ang straw.  Tapos imbitahan lahat ng vlogger.,8,,youtube,magandang parusa sa may ari ng barko. sipsipin nya yung mga oil gamit ang straw. tapos imbitahan lahat ng vlogger.,4
